source,target,combined_score_scaled
3910,6407,0.841
6393,6407,0.999
6395,6407,0.81
6397,6407,0.999
6401,6407,0.702
6404,6407,0.806
1701,6408,0.974
1822,6408,0.75
3092,6408,0.981
4037,6408,0.967
4992,6408,0.764
4993,6408,0.719
4995,6408,0.899
4996,6408,0.77
6393,6408,0.999
6395,6408,0.96
6397,6408,0.999
6401,6408,0.743
6404,6408,0.999
6406,6408,0.736
6407,6408,0.836
1439,6409,0.859
2349,6409,0.931
2949,6409,0.915
6393,6410,0.999
6397,6410,0.993
6406,6410,0.972
663,6412,0.815
2006,6412,0.778
2569,6412,0.745
3208,6412,0.743
3775,6412,0.822
4314,6412,0.847
4474,6412,0.751
4736,6412,0.743
4776,6412,0.816
3613,6413,0.819
4037,6413,0.812
6393,6413,0.999
6395,6413,0.802
6397,6413,0.998
6404,6413,0.995
6408,6413,0.978
3777,6415,0.879
3857,6415,0.831
5582,6415,0.861
6393,6416,0.999
6395,6416,0.741
6397,6416,0.999
6404,6416,0.897
6406,6416,0.956
6408,6416,0.777
6413,6416,0.725
2563,6417,0.957
966,6418,0.734
1781,6418,0.986
3286,6418,0.749
4315,6418,0.918
4794,6418,0.924
5477,6418,0.861
65,6419,0.904
19,6420,0.731
789,6420,0.984
1050,6420,0.912
1241,6420,0.819
1873,6420,0.992
2825,6420,0.709
3886,6420,0.995
3942,6420,0.984
3985,6420,0.999
4152,6420,0.989
4247,6420,0.984
4616,6420,0.998
5184,6420,0.733
137,6421,0.72
2419,6421,0.921
4168,6421,0.793
4983,6421,0.72
6393,6421,0.995
6395,6421,0.841
6397,6421,0.99
6408,6421,0.764
6413,6421,0.703
6416,6421,0.7
499,6422,0.764
1078,6422,0.78
2419,6422,0.816
3093,6422,0.774
4168,6422,0.753
5046,6422,0.772
6421,6422,0.926
290,6423,0.733
1517,6424,0.788
96,6425,0.973
372,6425,0.798
245,6426,0.773
3839,6426,0.72
4128,6426,0.908
526,6428,0.982
532,6428,0.928
886,6428,0.865
1061,6428,0.884
1458,6428,0.932
1686,6428,0.946
2075,6428,0.922
2223,6428,0.941
2748,6428,0.942
2762,6428,0.825
2975,6428,0.816
3048,6428,0.994
3102,6428,0.984
3343,6428,0.914
3344,6428,0.924
3346,6428,0.759
3395,6428,0.906
3414,6428,0.885
3571,6428,0.912
3579,6428,0.883
4084,6428,0.728
4127,6428,0.749
4886,6428,0.931
5035,6428,0.939
5818,6428,0.992
5853,6428,0.992
5854,6428,0.985
5855,6428,0.875
5975,6428,0.833
6094,6428,0.723
6098,6428,0.935
6268,6428,0.944
6399,6428,0.947
753,6429,0.817
1474,6429,0.918
1563,6429,0.911
2048,6429,0.747
2146,6429,0.778
2738,6429,0.72
2919,6429,0.72
2929,6429,0.847
3125,6429,0.957
3171,6429,0.752
3362,6429,0.933
3375,6429,0.984
3380,6429,0.72
3393,6429,0.776
3582,6429,0.871
3583,6429,0.804
3607,6429,0.91
3608,6429,0.844
4610,6429,0.942
4885,6429,0.766
5846,6429,0.943
5872,6429,0.806
6009,6429,0.914
6060,6429,0.736
6064,6429,0.766
6065,6429,0.874
6069,6429,0.792
6078,6429,0.862
6130,6429,0.985
6140,6429,0.989
6146,6429,0.938
6169,6429,0.985
6262,6429,0.931
6320,6429,0.946
6340,6429,0.987
6359,6429,0.877
6371,6429,0.804
6394,6429,0.921
5698,6431,0.772
5708,6431,0.841
303,6432,0.95
304,6432,0.868
415,6432,0.984
501,6432,0.986
530,6432,0.901
574,6432,0.717
585,6432,0.936
595,6432,0.993
602,6432,0.976
753,6432,0.761
945,6432,0.854
1263,6432,0.731
1318,6432,0.716
1474,6432,0.826
1563,6432,0.998
1585,6432,0.8
1809,6432,0.8
2104,6432,0.713
2107,6432,0.781
2203,6432,0.898
2355,6432,0.927
2375,6432,0.892
2441,6432,0.814
2473,6432,0.705
2481,6432,0.902
2483,6432,0.735
2542,6432,0.95
2738,6432,0.736
2932,6432,0.829
2953,6432,0.881
3024,6432,0.734
3031,6432,0.735
3044,6432,0.707
3092,6432,0.889
3147,6432,0.77
3171,6432,0.905
3196,6432,0.7
3267,6432,0.749
3270,6432,0.959
3293,6432,0.733
3362,6432,0.901
3387,6432,0.954
3505,6432,0.732
3582,6432,0.785
3682,6432,0.847
3830,6432,0.836
3884,6432,0.706
4019,6432,0.782
4037,6432,0.782
4063,6432,0.998
4104,6432,0.881
4206,6432,0.987
4237,6432,0.999
4395,6432,0.78
4563,6432,0.847
4683,6432,0.98
4752,6432,0.807
4762,6432,0.823
4970,6432,0.772
5117,6432,0.873
5139,6432,0.998
5210,6432,0.834
5238,6432,0.813
5248,6432,0.932
5525,6432,0.797
5531,6432,0.945
5587,6432,0.776
5589,6432,0.848
5590,6432,0.872
5652,6432,0.754
5661,6432,0.737
5666,6432,0.927
5667,6432,0.897
5668,6432,0.86
5800,6432,0.882
5851,6432,0.881
5879,6432,0.826
5978,6432,0.719
6019,6432,0.998
6030,6432,0.998
6040,6432,0.999
6049,6432,0.995
6064,6432,0.856
6065,6432,0.784
6106,6432,0.849
6110,6432,0.826
6118,6432,0.916
6123,6432,0.841
6125,6432,0.816
6130,6432,0.982
6140,6432,0.902
6146,6432,0.827
6149,6432,0.938
6169,6432,0.839
6262,6432,0.802
6272,6432,0.995
6320,6432,0.772
6340,6432,0.766
6359,6432,0.75
6394,6432,0.999
6429,6432,0.763
96,6433,0.923
372,6433,0.885
3476,6433,0.715
3817,6433,0.871
6425,6433,0.77
34,6434,0.74
649,6434,0.965
740,6434,0.753
1265,6434,0.93
2104,6434,0.805
2107,6434,0.939
2409,6434,0.969
2412,6434,0.94
2441,6434,0.971
2994,6434,0.938
3014,6434,0.808
3270,6434,0.98
3399,6434,0.77
3612,6434,0.986
3725,6434,0.981
3768,6434,0.973
3780,6434,0.746
3953,6434,0.775
4118,6434,0.919
4139,6434,0.9
4150,6434,0.716
4488,6434,0.987
4666,6434,0.963
4900,6434,0.988
4912,6434,0.843
5440,6434,0.924
5484,6434,0.875
5518,6434,0.867
5528,6434,0.867
5880,6434,0.986
5881,6434,0.969
6084,6434,0.946
6284,6434,0.964
1434,6435,0.736
1685,6435,0.886
2118,6435,0.84
2723,6435,0.901
2950,6435,0.745
3514,6435,0.757
4249,6435,0.856
5026,6435,0.81
6224,6435,0.832
6357,6435,0.782
2,6438,0.929
139,6438,0.914
321,6438,0.91
844,6438,0.908
1393,6438,0.908
1642,6438,0.953
1645,6438,0.72
1708,6438,0.911
1948,6438,0.996
2510,6438,0.88
2646,6438,0.99
2650,6438,0.953
2660,6438,0.807
2676,6438,0.787
2730,6438,0.735
2763,6438,0.95
3046,6438,0.915
3260,6438,0.966
3282,6438,0.968
3297,6438,0.965
3308,6438,0.747
3504,6438,0.986
3741,6438,0.912
4595,6438,0.898
4808,6438,0.879
4867,6438,0.965
5017,6438,0.985
5049,6438,0.835
5069,6438,0.986
5076,6438,0.909
5124,6438,0.986
5232,6438,0.957
5731,6438,0.971
5909,6438,0.912
6066,6438,0.994
2032,6439,0.931
2583,6439,0.906
3705,6439,0.999
877,6440,0.978
3230,6440,0.832
1347,6441,0.738
3165,6441,0.964
4444,6441,0.971
4829,6441,0.999
1790,6442,0.72
3165,6442,0.794
4444,6442,0.792
4829,6442,0.968
6441,6442,0.979
1790,6443,0.721
3165,6443,0.797
4444,6443,0.838
4829,6443,0.901
6441,6443,0.938
6442,6443,0.988
495,6444,0.705
3165,6444,0.756
4444,6444,0.815
4829,6444,0.916
6441,6444,0.989
6442,6444,0.945
6443,6444,0.928
3165,6445,0.757
4444,6445,0.779
4829,6445,0.86
6441,6445,0.889
6442,6445,0.987
6443,6445,0.962
6444,6445,0.997
3165,6446,0.779
4444,6446,0.81
4829,6446,0.961
6441,6446,0.958
6442,6446,0.902
6443,6446,0.947
6444,6446,0.976
6445,6446,0.903
2773,6447,0.703
3165,6447,0.844
4444,6447,0.765
4829,6447,0.908
6441,6447,0.903
6442,6447,0.906
6443,6447,0.924
6444,6447,0.868
6445,6447,0.795
6446,6447,0.882
3165,6448,0.897
4444,6448,0.845
4829,6448,0.999
6441,6448,0.99
6442,6448,0.925
6443,6448,0.935
6444,6448,0.92
6445,6448,0.896
6446,6448,0.949
6447,6448,0.913
3165,6449,0.872
4444,6449,0.789
4829,6449,0.999
6441,6449,0.999
6442,6449,0.899
6443,6449,0.942
6444,6449,0.95
6445,6449,0.872
6446,6449,0.918
6447,6449,0.733
6448,6449,0.999
1790,6450,0.754
3165,6450,0.732
4444,6450,0.717
4829,6450,0.828
6441,6450,0.803
6442,6450,0.8
6443,6450,0.848
6444,6450,0.755
6445,6450,0.722
6446,6450,0.791
6447,6450,0.86
6448,6450,0.79
6449,6450,0.74
1347,6451,0.767
1790,6451,0.787
5940,6451,0.743
6441,6451,0.936
6442,6451,0.797
6443,6451,0.806
6444,6451,0.853
6445,6451,0.841
6446,6451,0.704
6448,6451,0.766
6450,6451,0.778
495,6452,0.711
1347,6452,0.736
1790,6452,0.827
3165,6452,0.715
4444,6452,0.77
5940,6452,0.796
6441,6452,0.946
6442,6452,0.829
6443,6452,0.801
6444,6452,0.786
6445,6452,0.734
6446,6452,0.739
6447,6452,0.786
6448,6452,0.794
6449,6452,0.794
6450,6452,0.704
495,6453,0.793
1790,6453,0.755
4444,6453,0.754
4829,6453,0.846
6441,6453,0.827
6442,6453,0.804
6443,6453,0.892
6444,6453,0.77
6445,6453,0.819
6446,6453,0.819
6447,6453,0.822
6448,6453,0.912
6449,6453,0.904
3973,6455,0.792
1763,6458,0.873
2589,6458,0.829
5276,6458,0.904
3707,6459,0.738
3812,6459,0.842
261,6460,0.868
4381,6460,0.704
398,6461,0.746
4936,6461,0.776
229,6462,0.719
6463,6464,0.846
85,6467,0.8
1341,6467,0.943
2390,6467,0.986
3839,6467,0.882
4252,6467,0.873
5633,6467,0.842
6350,6467,0.83
1307,6468,0.993
3400,6468,0.758
3402,6468,0.918
3413,6468,0.741
3702,6468,0.748
5218,6468,0.78
4994,6469,0.704
2725,6470,0.72
3277,6470,0.916
558,6472,0.837
1585,6472,0.995
2146,6472,0.728
2929,6472,0.773
3171,6472,0.967
3362,6472,0.768
4037,6472,0.777
4115,6472,0.94
4225,6472,0.805
6393,6472,0.731
6408,6472,0.813
96,6473,0.803
372,6473,0.98
5700,6473,0.817
5718,6473,0.967
6425,6473,0.712
6433,6473,0.893
1049,6475,0.706
1829,6475,0.709
1896,6475,0.745
2945,6475,0.761
3364,6475,0.758
3586,6475,0.808
3593,6475,0.752
3599,6475,0.787
3603,6475,0.763
3605,6475,0.865
3726,6475,0.82
4809,6475,0.969
5119,6475,0.964
5203,6475,0.965
5207,6475,0.852
5208,6475,0.837
96,6476,0.915
1072,6476,0.993
1675,6476,0.721
2724,6476,0.999
5647,6476,0.762
5728,6476,0.713
5829,6476,0.72
190,6477,0.806
285,6477,0.811
288,6477,0.816
353,6477,0.865
363,6477,0.902
394,6477,0.925
403,6477,0.921
543,6477,0.805
663,6477,0.986
891,6477,0.979
898,6477,0.839
922,6477,0.924
962,6477,0.924
1102,6477,0.98
1137,6477,0.981
1558,6477,0.714
2569,6477,0.979
